id,ISSN,CN,name1,name2,oldname,category1,category2,cIF,sIF,publishNO,downNO,citeNO,evaluation,organizer,location,frequency,language,format,postalcode,firstissue,status,jurl
73,1000-7695,44-1223/G3,科技管理研究,Science and Technology Management Research,-,经济与管理科学；基础科学,基础科学综合；管理学,2.157,1.277,23459,9524144,243888,核心期刊/JST/CSSCI来源期刊扩展版,广东省科学学与科技管理研究会,广东省广州市,半月,中文,16开,-,1981,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/KJGL/detail'>Link</a>
74,2095-1426,32-1825/TE,油气藏评价与开发,Petroleum Reservoir Evaluation and Development,石油物探译丛;勘探地球物理进展,工程科技1；基础科学,地质学；石油天然气工业,2.125,1.966,4250,649475,22520,JST/CSCD扩展版/WJCI,中国石油化工集团华东石油局,江苏省南京市,双月,中文,大16开,-,1978,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/KTDQ/detail'>Link</a>
75,1674-3466,11-5705/Q,植物学报,Chinese Bulletin of Botany,植物学通报,基础科学,生物学,2.079,1.521,3894,1648527,98500,核心期刊/CA/JST/CSCD/WJCI,中国科学院植物研究所;中国植物学会,北京市,双月,中文,大16开,2-967,1983,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZWXT/detail'>Link</a>
76,1001-7410,11-2708/P,第四纪研究,Quaternary Sciences,中国第四纪研究,基础科学,地质学,2.048,1.86,2903,904660,87138,核心期刊/CA/JST/CSCD/WJCI,中国第四纪研究委员会;中国科学院地质与地球物理研究所,北京市,双月,中文,大16开,82-428,1958,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/DSJJ/detail'>Link</a>
77,1000-0550,62-1038/P,沉积学报,Acta Sedimentologica Sinica,-,基础科学,地质学,2.041,1.652,4283,1998954,117599,核心期刊/CA/JST/CSCD/WJCI,中国矿物岩石地球化学学会沉积学专业委员会;中国地质学会沉积地质专业委员会;中国科学院兰州地质所,甘肃省兰州市,双月,中文,大16开,54-45,1983,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/CJXB/detail'>Link</a>
78,1006-4125,31-1690/TN,激光与光电子学进展,Laser & Optoelectronics Progress,国外激光,信息科技；基础科学,物理学；无线电电子学,2.035,1.64,18245,2720178,60849,核心期刊/INSPEC/JST/CSCD/WJCI,中国科学院上海光学精密机械研究所,上海市,半月,中文,大16开,4-179,1964,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JGDJ/detail'>Link</a>
79,0258-7025,31-1339/TN,中国激光,Chinese Journal of Lasers,激光,信息科技；基础科学,物理学；无线电电子学,2.027,1.745,16934,3185772,132420,核心期刊/CA/INSPEC/JST/EI/CSCD/WJCI/卓越期刊,中国科学院上海光学精密机械研究所;中国光学学会,上海市,半月,中文,大16开,4-201,1974,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JJZZ/detail'>Link</a>
80,0494-0911,11-2246/P,测绘通报,Bulletin of Surveying and Mapping,测量员;测绘译丛,基础科学,自然地理学和测绘学,2.025,1.591,13683,2770412,104883,核心期刊/JST/CSCD/WJCI,中国地图出版社有限公司,北京市,月刊,中文,大16开,2-223,1955,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/CHTB/detail'>Link</a>
81,1000-0240,62-1072/P,冰川冻土,Journal of Glaciology and Geocryology,-,基础科学,地球物理学,2.007,1.507,5211,1979075,112340,核心期刊/JST/CSCD/WJCI,中国地理学会;中国科学院寒区旱区环境与工程研究所,甘肃省兰州市,双月,中文,大16开,54-29,1979,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/BCDT/detail'>Link</a>
82,1672-1926,62-1177/TE,天然气地球科学,Natural Gas Geoscience,-,工程科技1；基础科学,地质学；石油天然气工业,2.006,1.581,4541,1770352,72826,核心期刊/CA/JST/CSCD/WJCI,中国科学院资源环境科学信息中心,甘肃省兰州市,月刊,中文,大16开,54-128,1990,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/TDKX/detail'>Link</a>
83,1008-8873,44-1215/Q,生态科学,Ecological Science,-,基础科学,生物学,2,1.388,3814,1096433,44491,JST/CSCD扩展版/WJCI,暨南大学;广东省生态学会,广东省广州市,双月,中文,16开,-,1982,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/STKX/detail'>Link</a>
84,1673-503X,21-1531/P,气象与环境学报,Journal of Meteorology and Environment,辽宁气象,基础科学,气象学,1.995,1.826,3675,467471,27100,JST,中国气象局沈阳大气环境研究所,辽宁省沈阳市,双月,中文,大16开,-,1984,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/LNQX/detail'>Link</a>
85,1003-2355,11-2587/TK,中国能源,Energy of China,能源,经济与管理科学；基础科学,资源科学；工业经济,1.99,1.01,7701,1142808,38845,JST,国家发展和改革委员会能源研究所,北京市,月刊,中文,大16开,18-48,1978,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZGLN/detail'>Link</a>
86,1001-1986,61-1155/P,煤田地质与勘探,Coal Geology & Exploration,-,工程科技1；基础科学,地质学；矿业工程,1.979,1.679,6695,1164915,58467,核心期刊/CA/JST/CSCD扩展版/WJCI,中煤科工集团西安研究院有限公司,陕西省西安市,月刊,中文,大16开,52-14,1973,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/MDKT/detail'>Link</a>
87,1005-8141,51-1448/N,资源开发与市场,Resource Development & Market,资源开发与保护,经济与管理科学；基础科学,资源科学；经济与管理综合,1.974,0.996,8363,2800208,62582,核心期刊/CA/JST,四川省自然资源科学研究院,四川省成都市,月刊,中文,大16开,62-58,1985,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZTKB/detail'>Link</a>
88,2095-1108,31-2055/Q,植物生理学报,Plant Physiology Journal,植物生理学通讯,基础科学,生物学,1.973,1.465,10504,2945515,191731,核心期刊/CA/JST/CSCD/WJCI,中国植物生理与植物分子生物学学会;中国科学院上海生命科学研究院植物生理生态研究所,上海市,月刊,中文,大16开,4-267,1951,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZWSL/detail'>Link</a>
89,1000-3665,11-2202/P,水文地质工程地质,Hydrogeology & Engineering Geology,-,基础科学,地质学,1.972,1.512,7518,1598294,84408,核心期刊/CA/JST/CSCD扩展版/WJCI,中国地质环境监测院,北京市,双月,中文,大16开,2-335,1957,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SWDG/detail'>Link</a>
90,1001-0602,31-1568/Q,Cell Research,细胞研究(英文版),细胞研究(英文版);细胞生物学(英文版),基础科学,生物学,1.966,1.398,878,24230,12587,CA/SCI/JST/CSCD/WJCI/卓越期刊,中国科学院上海生命科学研究院生物化学与细胞生物学研究所;中国细胞生物学学会,上海市,月刊,英文,16开,4-645,1990,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/XXBY/detail'>Link</a>
91,1000-811X,61-1097/P,灾害学,Journal of Catastrophology,-,基础科学,地质学,1.963,1.545,4351,1374284,57783,核心期刊/JST/CSCD/WJCI,陕西省地震局,陕西省西安市,季刊,中文,大16开,-,1986,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZHXU/detail'>Link</a>
92,1006-687X,51-1482/Q,应用与环境生物学报,Chinese Journal of Applied and Environmental Biology,-,基础科学,生物学,1.952,1.398,4557,1528265,85205,核心期刊/CA/JST/Pж(AJ)/CSCD/WJCI,中国科学院成都生物研究所,四川省成都市,双月,中文,大16开,62-15,1995,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/YYHS/detail'>Link</a>
93,2095-1531,22-1400/O4,中国光学,Chinese Optics,中国光学与应用光学文摘;中国光学与应用光学,基础科学,物理学,1.947,1.491,9816,797007,17273,核心期刊/CA/JST/Pж(AJ)/EI/CSCD/WJCI,中国科学院长春光学精密机械与物理研究所,吉林省长春市,双月,中文,大16开,12-140,1985,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZGGA/detail'>Link</a>
94,1674-7232,11-5840/Q,中国科学:生命科学,Scientia Sinica(Vitae),中国科学C辑;中国科学(C辑:生命科学),基础科学,生物学,1.935,1.535,3385,1481441,41442,核心期刊/JST/CSCD/WJCI,中国科学院;国家自然科学基金委员会,北京市,月刊,中文,16开,82-751,1996,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JCXK/detail'>Link</a>
95,1007-3221,34-1133/G3,运筹与管理,Operations Research and Management Science,-,基础科学,数学,1.923,1.135,5613,2174446,65343,核心期刊/JST/CSCD/CSSCI来源期刊扩展版/WJCI,中国运筹学会,安徽省合肥市,月刊,中文,大16开,26-191,1992,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/YCGL/detail'>Link</a>
96,1672-6472,11-5180/Q,菌物学报,Mycosystema,真菌学报(ACTAMYCOLOGICASINICA);菌物系统,基础科学,生物学,1.912,1.637,4486,1173882,61722,核心期刊/CA/JST/CSCD/WJCI,中国科学院微生物研究所;中国菌物学会,北京市,月刊,中文,16开,2-499,1982,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JWXT/detail'>Link</a>
97,1672-9072,11-5067/Q,Journal of Integrative Plant Biology,植物学报(英文版),中国植物学报(英文版);植物学报;Acta Botanica Sinica,基础科学,生物学,1.911,1.201,6523,878960,144189,CA/SCI/JST/Pж(AJ)/CSCD/WJCI/卓越期刊,中国科学院植物所;中国植物学会,北京市,月刊,英文,大16开,2-500,1952,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZWXB/detail'>Link</a>
98,1006-7639,62-1175/P,干旱气象,Journal of Arid Meteorology,甘肃气象,基础科学,气象学,1.908,1.692,3837,493140,30466,JST,甘肃省气象局,甘肃省兰州市,双月,中文,大16开,-,1958,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GSQX/detail'>Link</a>
99,1672-9854,33-1328/P,海相油气地质,Marine Origin Petroleum Geology,南方油气地质,工程科技1；基础科学,地质学；石油天然气工业,1.905,1.536,1509,392305,15488,核心期刊/JST/CSCD/WJCI,中国石油集团杭州地质研究所有限公司,浙江省杭州市,季刊,中文,大16开,-,1993,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HXYQ/detail'>Link</a>
100,1004-115X,15-1103/G3,科学管理研究,Scientific Management Research,-,经济与管理科学；基础科学,基础科学综合；管理学,1.9,1.154,6280,2326991,67439,核心期刊/CSSCI来源期刊,内蒙古自治区软科学研究会,内蒙古自治区呼和浩特市,双月,中文,大16开,16-16,1981,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/KXGY/detail'>Link</a>
101,0023-074X,11-1784/N,科学通报,Chinese Science Bulletin,科学记录,基础科学,基础科学综合,1.876,1.448,31618,7212891,355067,核心期刊/CA/JST/EI/CSCD/WJCI/卓越期刊,中国科学院;国家自然科学基金委员会,北京市,旬刊,中文,大16开,80-213,1950,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/KXTB/detail'>Link</a>
102,1001-1552,44-1595/P,大地构造与成矿学,Geotectonica et Metallogenia,-,基础科学,地质学,1.868,1.61,2906,774500,41102,核心期刊/CA/JST/EI/CSCD/WJCI,中国科学院广州地球化学研究所,广东省广州市,双月,中文,16开,82-297,1977,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/DGYK/detail'>Link</a>
103,1674-7305,11-5841/Q,Science China Life Sciences,中国科学:生命科学(英文版),中国科学C辑(英文版);Science in China(Series C:Life Sciences);Science in China(Ser.C),基础科学,生物学,1.854,1.569,3846,209652,23866,CA/SCI/JST/Pж(AJ)/CSCD/WJCI/卓越期刊,中国科学院,北京市,月刊,英文,16开,-,1996,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JCXG/detail'>Link</a>
104,1005-6408,14-1333/N,系统科学学报,Chinese Journal of Systems Science,系统辩证学学报,基础科学,非线性科学与系统科学,1.85,1.15,2621,892307,21544,核心期刊/CSSCI来源期刊扩展版,太原理工大学,山西省太原市,季刊,中文,大16开,-,1993,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/XTBZ/detail'>Link</a>
105,1000-4750,11-2595/O3,工程力学,Engineering Mechanics,-,工程科技2；基础科学,力学；建筑科学与工程,1.831,1.344,10710,3529585,186169,核心期刊/JST/EI/CSCD/WJCI/卓越期刊,中国力学学会,北京市,月刊,中文,大16开,82-862,1984,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GCLX/detail'>Link</a>
106,1004-4965,44-1326/P,热带气象学报,Journal of Tropical Meteorology,热带气象,基础科学,气象学,1.831,1.75,2821,572326,47550,核心期刊/JST/CSCD扩展版/WJCI,中国气象局广州热带海洋气象研究所,广东省广州市,双月,中文,大16开,-,1984,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RDQX/detail'>Link</a>
107,0479-8023,11-2442/N,北京大学学报(自然科学版),Acta Scientiarum Naturalium Universitatis Pekinensis,-,基础科学,基础科学综合,1.828,1.172,5970,1780333,73435,核心期刊/CA/INSPEC/JST/Pж(AJ)/EI/CSCD/WJCI,北京大学,北京市,双月,中文,16开,2-89,1955,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/BJDZ/detail'>Link</a>
108,1008-2786,51-1516/P,山地学报,Mountain Research,山地研究,基础科学,地质学,1.816,1.353,3718,1117616,62766,核心期刊/JST/CSCD/WJCI,中国科学院水利部成都山地灾害与环境研究所,四川省成都市,双月,中文,大16开,62-90,1983,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SDYA/detail'>Link</a>
109,1000-5781,12-1141/O1,系统工程学报,Journal of Systems Engineering,-,经济与管理科学；基础科学,非线性科学与系统科学；经济与管理综合,1.815,1.11,2831,1189185,65763,核心期刊/JST/CSCD/WJCI,中国系统工程学会,天津市,双月,中文,大16开,6-95,1985,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/XTGC/detail'>Link</a>
110,2095-9273,10-1298/N,Science Bulletin,科学通报(英文版),Chinese Science Bulletin,基础科学,基础科学综合,1.794,1.401,21418,806684,82209,CA/INSPEC/SCI/JST/EI/CSCD/WJCI/卓越期刊,中国科学院,北京市,半月,英文,大16开,2-177,1950,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JXTW/detail'>Link</a>
111,1000-3754,23-1286/TE,大庆石油地质与开发,Petroleum Geology & Oilfield Development in Daqing,-,工程科技1；基础科学,地质学；石油天然气工业,1.78,1.473,4810,1060957,65417,核心期刊/CA/JST/CSCD扩展版/WJCI,大庆油田有限责任公司,黑龙江省大庆市,双月,中文,大16开,14-105,1982,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/DQSK/detail'>Link</a>
112,1009-2307,11-4415/P,测绘科学,Science of Surveying and Mapping,测绘科技动态,基础科学,自然地理学和测绘学,1.778,1.247,9269,2766511,87683,核心期刊/JST/Pж(AJ)/CSCD/WJCI,中国测绘科学研究院,北京市,月刊,中文,大16开,2-945,1976,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/CHKD/detail'>Link</a>
113,0253-9772,11-1913/R,遗传,Hereditas(Beijing),遗传与育种,基础科学,生物学,1.775,1.45,6749,2275493,101091,核心期刊/CA/JST/CSCD/WJCI,中国遗传学会;中国科学院遗传与发育生物学研究所,北京市,月刊,中文,大16开,2-810,1979,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/YCZZ/detail'>Link</a>
114,2095-1949,10-1009/G3,科学与社会,Science and Society,科学对社会的影响(中文版);科学对社会的影响,经济与管理科学；基础科学,基础科学综合；科学研究管理,1.763,1.258,2257,620377,11867,JST/CSSCI来源期刊扩展版,中国科学院科技政策与管理科学研究所,北京市,季刊,中文,小16开,82-318,1981,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/KXSY/detail'>Link</a>
115,1002-4956,11-2034/T,实验技术与管理,Experimental Technology and Management,-,基础科学,基础科学综合,1.762,1.598,17574,5036962,161650,核心期刊/CA/JST,清华大学,北京市,月刊,中文,大16开,-,1963,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SYJL/detail'>Link</a>
116,1000-8527,11-2035/P,现代地质,Geoscience,-,基础科学,地质学,1.752,1.352,3847,1201836,66764,核心期刊/CA/JST/Pж(AJ)/CSCD/WJCI,中国地质大学(北京),北京市,双月,中文,大16开,18-119,1987,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/XDDZ/detail'>Link</a>
117,1004-2903,11-2982/P,地球物理学进展,Progress in Geophysics,-,基础科学,地球物理学；地质学,1.74,1.41,7170,1857969,101273,核心期刊/JST/CSCD/WJCI,中国科学院地质与地球物理研究所;中国地球物理学会,北京市,双月,中文,大16开,-,1986,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/DQWJ/detail'>Link</a>
